date,closeTime,epochTime,NQ_sym,NQ,NQ_volume
2021-08-02,2021-08-02 09:59:59,1627862399.0,NQU1,15001.75,1.0
2021-08-02,2021-08-02 10:00:00,1627862400.0,NQU1,15002.5,6.0
2021-08-02,2021-08-02 10:00:01,1627862401.0,NQU1,15002.25,2.0
2021-08-02,2021-08-02 10:00:02,1627862402.0,NQU1,15001.75,2.0
2021-08-02,2021-08-02 10:00:03,1627862403.0,NQU1,15001.75,0.0
2021-08-02,2021-08-02 10:00:04,1627862404.0,NQU1,15002.0,9.0
2021-08-02,2021-08-02 10:00:05,1627862405.0,NQU1,15000.5,14.0
2021-08-02,2021-08-02 10:00:06,1627862406.0,NQU1,15001.5,2.0
2021-08-02,2021-08-02 10:00:07,1627862407.0,NQU1,15001.5,0.0
2021-08-02,2021-08-02 10:00:08,1627862408.0,NQU1,15002.25,1.0
2021-08-02,2021-08-02 10:00:09,1627862409.0,NQU1,15002.25,1.0
2021-08-02,2021-08-02 10:00:10,1627862410.0,NQU1,15002.75,1.0
2021-08-02,2021-08-02 10:00:11,1627862411.0,NQU1,15002.75,3.0
2021-08-02,2021-08-02 10:00:12,1627862412.0,NQU1,15003.25,4.0
2021-08-02,2021-08-02 10:00:13,1627862413.0,NQU1,15003.25,0.0
2021-08-02,2021-08-02 10:00:14,1627862414.0,NQU1,15003.5,1.0
2021-08-02,2021-08-02 10:00:15,1627862415.0,NQU1,15003.5,0.0
2021-08-02,2021-08-02 10:00:16,1627862416.0,NQU1,15003.5,2.0
2021-08-02,2021-08-02 10:00:17,1627862417.0,NQU1,15003.5,0.0
2021-08-02,2021-08-02 10:00:18,1627862418.0,NQU1,15003.5,0.0
2021-08-02,2021-08-02 10:00:19,1627862419.0,NQU1,15003.5,2.0
2021-08-02,2021-08-02 10:00:20,1627862420.0,NQU1,15003.5,0.0
2021-08-02,2021-08-02 10:00:21,1627862421.0,NQU1,15003.5,0.0
2021-08-02,2021-08-02 10:00:22,1627862422.0,NQU1,15003.0,2.0
2021-08-02,2021-08-02 10:00:23,1627862423.0,NQU1,15003.0,0.0
2021-08-02,2021-08-02 10:00:24,1627862424.0,NQU1,15002.25,3.0
