date,closeTime,epochTime,NQ_sym,NQ,NQ_volume
2022-04-14,2022-04-14 00:00:01,1649858401.0,NQM2,14217.0,0.0
2022-04-14,2022-04-14 00:00:02,1649858402.0,NQM2,14218.5,8.0
2022-04-14,2022-04-14 00:00:03,1649858403.0,NQM2,14217.75,3.0
2022-04-14,2022-04-14 00:00:04,1649858404.0,NQM2,14216.75,3.0
2022-04-14,2022-04-14 00:00:05,1649858405.0,NQM2,14216.75,0.0
2022-04-14,2022-04-14 00:00:06,1649858406.0,NQM2,14216.5,4.0
2022-04-14,2022-04-14 00:00:07,1649858407.0,NQM2,14216.25,1.0
2022-04-14,2022-04-14 00:00:08,1649858408.0,NQM2,14216.0,2.0
2022-04-14,2022-04-14 00:00:09,1649858409.0,NQM2,14215.75,1.0
2022-04-14,2022-04-14 00:00:10,1649858410.0,NQM2,14214.75,1.0
2022-04-14,2022-04-14 00:00:11,1649858411.0,NQM2,14214.25,2.0
2022-04-14,2022-04-14 00:00:12,1649858412.0,NQM2,14214.75,2.0
2022-04-14,2022-04-14 00:00:13,1649858413.0,NQM2,14215.5,2.0
2022-04-14,2022-04-14 00:00:14,1649858414.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:15,1649858415.0,NQM2,14215.5,3.0
2022-04-14,2022-04-14 00:00:16,1649858416.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:17,1649858417.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:18,1649858418.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:19,1649858419.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:20,1649858420.0,NQM2,14215.25,1.0
2022-04-14,2022-04-14 00:00:21,1649858421.0,NQM2,14213.75,4.0
2022-04-14,2022-04-14 00:00:22,1649858422.0,NQM2,14213.75,0.0
2022-04-14,2022-04-14 00:00:23,1649858423.0,NQM2,14214.75,10.0
2022-04-14,2022-04-14 00:00:24,1649858424.0,NQM2,14214.75,0.0
2022-04-14,2022-04-14 00:00:25,1649858425.0,NQM2,14214.25,1.0
2022-04-14,2022-04-14 00:00:26,1649858426.0,NQM2,14214.5,1.0
2022-04-14,2022-04-14 00:00:27,1649858427.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:28,1649858428.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:29,1649858429.0,NQM2,14214.5,1.0
2022-04-14,2022-04-14 00:00:30,1649858430.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:31,1649858431.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:32,1649858432.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:33,1649858433.0,NQM2,14214.5,0.0
2022-04-14,2022-04-14 00:00:34,1649858434.0,NQM2,14216.5,2.0
2022-04-14,2022-04-14 00:00:35,1649858435.0,NQM2,14216.5,0.0
2022-04-14,2022-04-14 00:00:36,1649858436.0,NQM2,14216.25,3.0
2022-04-14,2022-04-14 00:00:37,1649858437.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:00:38,1649858438.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:00:39,1649858439.0,NQM2,14216.25,3.0
2022-04-14,2022-04-14 00:00:40,1649858440.0,NQM2,14216.5,1.0
2022-04-14,2022-04-14 00:00:41,1649858441.0,NQM2,14216.5,0.0
2022-04-14,2022-04-14 00:00:42,1649858442.0,NQM2,14215.25,5.0
2022-04-14,2022-04-14 00:00:43,1649858443.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:44,1649858444.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:45,1649858445.0,NQM2,14215.75,3.0
2022-04-14,2022-04-14 00:00:46,1649858446.0,NQM2,14215.25,1.0
2022-04-14,2022-04-14 00:00:47,1649858447.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:48,1649858448.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:49,1649858449.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:50,1649858450.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:51,1649858451.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:52,1649858452.0,NQM2,14215.5,1.0
2022-04-14,2022-04-14 00:00:53,1649858453.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:00:54,1649858454.0,NQM2,14215.25,1.0
2022-04-14,2022-04-14 00:00:55,1649858455.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:56,1649858456.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:57,1649858457.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:00:58,1649858458.0,NQM2,14215.5,1.0
2022-04-14,2022-04-14 00:00:59,1649858459.0,NQM2,14215.25,2.0
2022-04-14,2022-04-14 00:01:00,1649858460.0,NQM2,14216.0,1.0
2022-04-14,2022-04-14 00:01:01,1649858461.0,NQM2,14216.0,0.0
2022-04-14,2022-04-14 00:01:02,1649858462.0,NQM2,14216.0,4.0
2022-04-14,2022-04-14 00:01:03,1649858463.0,NQM2,14216.0,0.0
2022-04-14,2022-04-14 00:01:04,1649858464.0,NQM2,14215.75,4.0
2022-04-14,2022-04-14 00:01:05,1649858465.0,NQM2,14215.75,0.0
2022-04-14,2022-04-14 00:01:06,1649858466.0,NQM2,14215.0,2.0
2022-04-14,2022-04-14 00:01:07,1649858467.0,NQM2,14215.0,0.0
2022-04-14,2022-04-14 00:01:08,1649858468.0,NQM2,14215.0,4.0
2022-04-14,2022-04-14 00:01:09,1649858469.0,NQM2,14215.0,0.0
2022-04-14,2022-04-14 00:01:10,1649858470.0,NQM2,14215.75,2.0
2022-04-14,2022-04-14 00:01:11,1649858471.0,NQM2,14215.25,6.0
2022-04-14,2022-04-14 00:01:12,1649858472.0,NQM2,14215.25,0.0
2022-04-14,2022-04-14 00:01:13,1649858473.0,NQM2,14215.5,9.0
2022-04-14,2022-04-14 00:01:14,1649858474.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:01:15,1649858475.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:01:16,1649858476.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:01:17,1649858477.0,NQM2,14215.5,0.0
2022-04-14,2022-04-14 00:01:18,1649858478.0,NQM2,14216.25,1.0
2022-04-14,2022-04-14 00:01:19,1649858479.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:20,1649858480.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:21,1649858481.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:22,1649858482.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:23,1649858483.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:24,1649858484.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:25,1649858485.0,NQM2,14216.25,0.0
2022-04-14,2022-04-14 00:01:26,1649858486.0,NQM2,14216.25,0.0
