date,closeTime,epochTime,NQ_sym,NQ,NQ_volume
2021-08-23,2021-08-23 09:59:59,1629676799.0,NQU1,15107.25,0.0
2021-08-23,2021-08-23 10:00:00,1629676800.0,NQU1,15106.25,28.0
2021-08-23,2021-08-23 10:00:01,1629676801.0,NQU1,15106.75,1.0
2021-08-23,2021-08-23 10:00:02,1629676802.0,NQU1,15107.0,1.0
2021-08-23,2021-08-23 10:00:03,1629676803.0,NQU1,15106.5,3.0
2021-08-23,2021-08-23 10:00:04,1629676804.0,NQU1,15106.5,0.0
2021-08-23,2021-08-23 10:00:05,1629676805.0,NQU1,15106.5,0.0
2021-08-23,2021-08-23 10:00:06,1629676806.0,NQU1,15107.25,1.0
2021-08-23,2021-08-23 10:00:07,1629676807.0,NQU1,15107.0,2.0
2021-08-23,2021-08-23 10:00:08,1629676808.0,NQU1,15107.0,0.0
2021-08-23,2021-08-23 10:00:09,1629676809.0,NQU1,15107.5,2.0
2021-08-23,2021-08-23 10:00:10,1629676810.0,NQU1,15107.5,0.0
2021-08-23,2021-08-23 10:00:11,1629676811.0,NQU1,15107.5,0.0
2021-08-23,2021-08-23 10:00:12,1629676812.0,NQU1,15107.5,6.0
2021-08-23,2021-08-23 10:00:13,1629676813.0,NQU1,15108.25,2.0
2021-08-23,2021-08-23 10:00:14,1629676814.0,NQU1,15108.25,0.0
2021-08-23,2021-08-23 10:00:15,1629676815.0,NQU1,15107.75,1.0
2021-08-23,2021-08-23 10:00:16,1629676816.0,NQU1,15108.75,15.0
2021-08-23,2021-08-23 10:00:17,1629676817.0,NQU1,15108.5,1.0
2021-08-23,2021-08-23 10:00:18,1629676818.0,NQU1,15109.0,5.0
2021-08-23,2021-08-23 10:00:19,1629676819.0,NQU1,15108.75,3.0
2021-08-23,2021-08-23 10:00:20,1629676820.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:21,1629676821.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:22,1629676822.0,NQU1,15109.0,10.0
2021-08-23,2021-08-23 10:00:23,1629676823.0,NQU1,15109.0,5.0
2021-08-23,2021-08-23 10:00:24,1629676824.0,NQU1,15109.0,0.0
2021-08-23,2021-08-23 10:00:25,1629676825.0,NQU1,15108.5,2.0
2021-08-23,2021-08-23 10:00:26,1629676826.0,NQU1,15108.5,0.0
2021-08-23,2021-08-23 10:00:27,1629676827.0,NQU1,15108.75,8.0
2021-08-23,2021-08-23 10:00:28,1629676828.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:29,1629676829.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:30,1629676830.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:31,1629676831.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:32,1629676832.0,NQU1,15108.75,0.0
2021-08-23,2021-08-23 10:00:33,1629676833.0,NQU1,15109.25,6.0
2021-08-23,2021-08-23 10:00:34,1629676834.0,NQU1,15109.25,0.0
2021-08-23,2021-08-23 10:00:35,1629676835.0,NQU1,15109.25,0.0
2021-08-23,2021-08-23 10:00:36,1629676836.0,NQU1,15108.75,5.0
2021-08-23,2021-08-23 10:00:37,1629676837.0,NQU1,15109.0,3.0
2021-08-23,2021-08-23 10:00:38,1629676838.0,NQU1,15108.75,1.0
2021-08-23,2021-08-23 10:00:39,1629676839.0,NQU1,15109.0,3.0
2021-08-23,2021-08-23 10:00:40,1629676840.0,NQU1,15109.0,1.0
