date,closeTime,epochTime,NQ_sym,NQ,NQ_volume
2021-09-20,2021-09-20 09:59:59,1632095999.0,NQZ1,15325.75,0.0
2021-09-20,2021-09-20 10:00:00,1632096000.0,NQZ1,15324.75,5.0
2021-09-20,2021-09-20 10:00:01,1632096001.0,NQZ1,15325.5,2.0
2021-09-20,2021-09-20 10:00:02,1632096002.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:03,1632096003.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:04,1632096004.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:05,1632096005.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:06,1632096006.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:07,1632096007.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:08,1632096008.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:09,1632096009.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:10,1632096010.0,NQZ1,15325.75,3.0
2021-09-20,2021-09-20 10:00:11,1632096011.0,NQZ1,15328.25,14.0
2021-09-20,2021-09-20 10:00:12,1632096012.0,NQZ1,15328.25,0.0
2021-09-20,2021-09-20 10:00:13,1632096013.0,NQZ1,15329.25,18.0
2021-09-20,2021-09-20 10:00:14,1632096014.0,NQZ1,15327.75,6.0
2021-09-20,2021-09-20 10:00:15,1632096015.0,NQZ1,15326.75,1.0
2021-09-20,2021-09-20 10:00:16,1632096016.0,NQZ1,15326.75,0.0
2021-09-20,2021-09-20 10:00:17,1632096017.0,NQZ1,15326.75,0.0
2021-09-20,2021-09-20 10:00:18,1632096018.0,NQZ1,15326.75,0.0
2021-09-20,2021-09-20 10:00:19,1632096019.0,NQZ1,15326.75,0.0
2021-09-20,2021-09-20 10:00:20,1632096020.0,NQZ1,15326.75,2.0
2021-09-20,2021-09-20 10:00:21,1632096021.0,NQZ1,15325.5,8.0
2021-09-20,2021-09-20 10:00:22,1632096022.0,NQZ1,15324.75,2.0
2021-09-20,2021-09-20 10:00:23,1632096023.0,NQZ1,15326.0,1.0
2021-09-20,2021-09-20 10:00:24,1632096024.0,NQZ1,15325.25,1.0
2021-09-20,2021-09-20 10:00:25,1632096025.0,NQZ1,15326.0,6.0
2021-09-20,2021-09-20 10:00:26,1632096026.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:27,1632096027.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:28,1632096028.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:29,1632096029.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:30,1632096030.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:31,1632096031.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:32,1632096032.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:33,1632096033.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:34,1632096034.0,NQZ1,15326.0,1.0
2021-09-20,2021-09-20 10:00:35,1632096035.0,NQZ1,15326.0,0.0
2021-09-20,2021-09-20 10:00:36,1632096036.0,NQZ1,15326.25,1.0
2021-09-20,2021-09-20 10:00:37,1632096037.0,NQZ1,15327.25,1.0
2021-09-20,2021-09-20 10:00:38,1632096038.0,NQZ1,15327.25,0.0
2021-09-20,2021-09-20 10:00:39,1632096039.0,NQZ1,15327.25,0.0
2021-09-20,2021-09-20 10:00:40,1632096040.0,NQZ1,15327.0,1.0
2021-09-20,2021-09-20 10:00:41,1632096041.0,NQZ1,15326.25,4.0
2021-09-20,2021-09-20 10:00:42,1632096042.0,NQZ1,15326.25,0.0
2021-09-20,2021-09-20 10:00:43,1632096043.0,NQZ1,15325.0,1.0
2021-09-20,2021-09-20 10:00:44,1632096044.0,NQZ1,15325.5,2.0
2021-09-20,2021-09-20 10:00:45,1632096045.0,NQZ1,15325.5,0.0
2021-09-20,2021-09-20 10:00:46,1632096046.0,NQZ1,15325.25,1.0
2021-09-20,2021-09-20 10:00:47,1632096047.0,NQZ1,15325.25,0.0
2021-09-20,2021-09-20 10:00:48,1632096048.0,NQZ1,15325.25,0.0
2021-09-20,2021-09-20 10:00:49,1632096049.0,NQZ1,15325.25,0.0
2021-09-20,2021-09-20 10:00:50,1632096050.0,NQZ1,15325.25,0.0
2021-09-20,2021-09-20 10:00:51,1632096051.0,NQZ1,15325.5,1.0
2021-09-20,2021-09-20 10:00:52,1632096052.0,NQZ1,15325.5,1.0
